GEOid,GEOid2,GEOdisplay_label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",636,56,76989,12960,70.1,11.5,83502,14232,33.6,12.2,4944,2058,52.0,12.9,17373,2082,4.9,5.9,6132,1608,0.0,5.4,-,**,34.6,12.1,18782,5001,488,81,81868,14910,26.0,11.4,35865,8302,41.6,14.7,85817,19728,19.5,11.6,110815,19408,9.6,8.2,112151,63279,3.3,5.3,136081,88443,0.0,6.9,-,**,1666,204,29593,4809,92.0,7.6,29423,4929,0.0,2.1,-,**,0.0,2.1,-,**,8.0,7.6,31543,11529,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,5.9,6.4,25955,5751,86.0,8.9,29662,5332,26.4,(X),(X),(X),21.9,(X),(X),(X),17.1,(X),(X),(X)
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",1327,77,88083,9009,93.4,5.4,85882,8950,22.6,5.9,18494,15055,11.4,6.1,10497,2302,0.0,2.6,-,**,3.3,2.6,5220,2517,5.3,4.2,15121,12846,617,112,101293,12796,7.3,6.5,9620,10043,21.9,9.3,65336,15960,42.8,10.7,133084,21808,13.0,9.7,98994,48808,7.3,4.8,120471,51023,7.8,7.7,99367,79473,2686,278,44197,4426,51.7,8.6,54822,6158,38.3,8.1,32938,8254,0.0,1.3,-,**,4.3,2.6,43096,7375,0.0,1.3,-,**,3.1,3.4,16376,11684,2.6,2.4,33917,24850,7.4,4.2,25636,12087,50.2,8.5,54797,6381,22.3,(X),(X),(X),26.7,(X),(X),(X),17.2,(X),(X),(X)
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",763,85,79329,16671,73.4,12.1,83876,19150,34.2,10.6,7015,4698,34.9,11.1,19034,2897,7.6,6.7,8831,2680,2.0,2.7,1713,12,29.9,9.1,21807,6071,651,89,84282,17615,26.1,13.0,N,N,19.8,10.4,N,N,29.0,13.7,N,N,11.8,8.1,N,N,3.2,3.6,N,N,10.0,9.7,N,N,2199,370,28122,5699,65.6,14.4,35952,6762,0.0,1.6,-,**,0.0,1.6,-,**,34.4,14.4,13178,4256,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,2.0,2.0,28996,12776,63.6,14.3,36176,6966,27.1,(X),(X),(X),29.2,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",2255,87,126591,20056,91.0,5.2,128469,20745,29.9,7.6,17499,14290,14.4,4.9,13996,4244,0.0,1.5,-,**,3.0,3.7,4466,2438,11.2,5.7,14448,7025,1121,203,166035,37827,3.8,3.8,20391,13555,21.4,10.8,100053,45484,52.4,10.0,224826,64257,7.2,5.4,86951,14280,7.0,4.4,211921,75887,8.2,6.6,61851,32363,5504,595,52388,9044,56.4,9.1,61815,8016,29.7,7.8,40150,23953,0.0,0.6,-,**,6.5,5.2,70160,28978,0.0,0.6,-,**,3.4,3.5,27462,8179,4.0,2.7,2512,2654,7.3,4.3,35756,5839,53.1,9.2,62171,8616,30.2,(X),(X),(X),30.0,(X),(X),(X),26.4,(X),(X),(X)
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",939,81,63639,10259,65.3,9.3,74107,13105,33.4,9.1,5284,1890,39.3,10.0,16492,2574,4.0,4.5,4382,3794,9.8,6.8,10162,3383,29.9,9.0,17397,5304,613,102,73077,14490,25.4,10.7,N,N,20.1,7.3,N,N,21.9,11.0,N,N,15.3,8.6,N,N,14.2,10.0,N,N,3.1,3.3,N,N,2656,446,22964,3393,57.3,12.0,29393,3799,3.7,5.7,N,N,0.0,1.3,-,**,37.9,12.9,12073,1917,0.0,1.3,-,**,0.0,1.3,-,**,1.1,2.0,N,N,5.6,4.0,35821,24793,52.5,11.1,30218,4071,24.3,(X),(X),(X),32.1,(X),(X),(X),16.3,(X),(X),(X)
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",1296,97,68202,9332,82.4,6.2,74192,10352,17.0,6.2,9597,6825,22.7,7.1,12944,2955,7.3,5.1,7695,1696,4.9,3.9,2035,664,8.0,4.4,17341,9369,887,118,74160,12397,12.3,7.7,24970,16635,34.4,11.2,64853,15255,23.9,8.7,86280,27716,11.8,6.1,87774,40026,8.8,6.9,132982,42696,8.8,5.7,69200,20640,3897,452,23301,2957,40.6,9.2,28365,5352,1.1,1.3,28729,3295,1.1,1.7,11915,1241,49.8,10.4,20276,5224,0.0,0.9,-,**,5.1,4.1,11748,6551,2.3,2.1,27707,12692,9.7,5.3,17316,6310,36.3,8.8,28928,5938,33.7,(X),(X),(X),35.5,(X),(X),(X),20.8,(X),(X),(X)
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",484,76,68483,13116,88.0,9.0,70699,13565,15.1,10.5,20234,16107,14.3,10.0,8813,3660,7.6,6.5,5370,2085,0.0,7.0,-,**,5.6,6.2,8278,5875,299,94,81084,15332,4.0,5.7,N,N,52.2,22.0,N,N,30.8,22.2,N,N,0.0,11.0,N,N,3.0,5.3,N,N,10.0,15.2,N,N,1322,327,25458,5609,22.8,12.7,20125,10609,54.8,15.0,25377,5630,0.0,2.6,-,**,3.8,3.3,19798,9479,0.0,2.6,-,**,18.5,17.1,33431,21284,0.0,2.6,-,**,33.8,16.3,24970,11691,9.5,5.6,30866,22697,26.2,(X),(X),(X),18.1,(X),(X),(X),16.3,(X),(X),(X)
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",1388,99,56838,9044,88.5,5.8,56969,9612,16.8,6.5,6463,4782,22.9,8.5,10821,1739,6.0,3.9,9353,2729,4.7,3.6,7538,3991,7.5,4.0,14194,7371,1028,132,53473,9367,10.2,6.5,17512,9582,32.4,9.8,38951,11594,38.2,9.2,71999,18896,7.1,5.8,40337,16778,7.8,5.5,70744,24648,4.3,4.6,74111,43988,4211,671,18773,4162,32.5,9.4,35470,8445,0.0,0.8,-,**,0.0,0.8,-,**,66.8,9.6,10712,2392,0.0,0.8,-,**,0.7,0.8,12342,7698,0.0,0.8,-,**,9.5,6.8,30156,18826,23.8,7.8,36865,9972,31.4,(X),(X),(X),29.1,(X),(X),(X),23.0,(X),(X),(X)
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",1824,106,55759,6226,81.0,6.4,61946,7754,6.8,3.9,8896,6927,23.1,5.1,11139,2424,6.3,3.9,6005,961,3.8,2.7,1660,1506,11.0,5.8,13019,5361,1126,143,63096,10605,8.7,6.4,12155,5663,42.9,10.3,45094,9965,19.0,8.4,116774,38507,17.1,7.6,41988,9997,6.3,5.8,116789,17614,6.0,3.8,98984,24405,4655,418,22455,2536,9.9,3.8,24080,7236,81.1,5.7,19973,2468,0.0,0.7,-,**,1.6,1.7,108145,59331,0.0,0.7,-,**,6.0,4.7,25051,13246,1.4,1.0,45484,38185,11.3,5.1,15720,6953,9.3,3.6,25148,7685,37.6,(X),(X),(X),39.7,(X),(X),(X),27.4,(X),(X),(X)
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",582,72,52581,20880,75.9,12.6,60771,22826,13.2,8.1,20445,15700,17.4,9.4,11816,1926,2.1,2.4,6617,2814,6.9,7.4,6060,2466,2.7,3.1,40731,36242,499,76,57390,23859,21.0,12.7,N,N,39.3,14.4,N,N,24.6,11.9,N,N,6.2,7.6,N,N,7.6,10.0,N,N,1.2,2.0,N,N,2183,429,14438,5784,56.2,12.5,10406,4608,0.0,1.6,-,**,0.0,1.6,-,**,34.8,11.5,13542,5586,0.0,1.6,-,**,8.0,10.7,44174,18944,1.1,1.7,N,N,15.4,14.0,28121,24827,48.7,13.6,10334,4987,45.0,(X),(X),(X),48.1,(X),(X),(X),24.2,(X),(X),(X)
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",2518,147,79438,8955,86.1,5.8,82277,8646,25.8,6.8,9765,5024,17.5,5.3,15355,2962,1.1,0.9,13815,16184,2.3,2.2,3927,6340,7.5,4.0,25246,14809,1082,218,88386,16256,12.4,11.0,N,N,42.1,11.4,N,N,32.2,9.9,N,N,3.8,3.3,N,N,6.6,6.6,N,N,3.0,3.3,N,N,5246,446,38738,4261,33.2,4.8,57325,7807,47.8,5.6,30157,7147,0.3,0.6,N,N,5.9,3.3,29134,15386,0.0,0.7,-,**,6.6,3.2,34253,16936,6.2,4.2,17898,10782,9.9,4.8,27994,7671,30.7,4.6,59975,8184,26.2,(X),(X),(X),28.3,(X),(X),(X),18.0,(X),(X),(X)
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",941,79,51521,8062,86.9,6.0,51480,8255,15.7,6.1,10751,5139,16.7,5.5,15041,2935,1.2,1.9,5345,18,0.7,1.3,5214,25,11.5,4.4,17259,6068,761,107,43409,6178,8.3,4.7,43070,23430,47.6,11.7,36140,8648,19.6,9.6,34578,7982,6.0,3.8,75607,39071,10.5,9.8,56764,17352,8.0,7.0,66675,26198,3632,547,13765,2623,65.9,10.9,14430,3423,1.3,1.7,N,N,0.0,1.0,-,**,32.8,10.9,12835,3430,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,65.9,10.9,14430,3423,25.9,(X),(X),(X),24.0,(X),(X),(X),18.5,(X),(X),(X)
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",1629,108,48917,6785,80.2,6.6,54708,7667,2.0,1.7,5176,4619,16.4,5.1,10987,3424,8.2,4.2,7505,1873,6.9,5.2,5036,1758,7.1,5.9,17652,11263,837,170,46424,8652,9.6,7.3,N,N,47.1,13.0,N,N,14.9,7.8,N,N,25.4,11.9,N,N,3.0,3.7,N,N,0.0,4.1,N,N,3614,507,22234,3687,16.3,9.9,31142,17066,50.1,10.2,24121,4889,0.0,1.0,-,**,11.3,4.2,28023,9774,0.0,1.0,-,**,20.0,11.6,7991,3998,2.3,2.3,13543,17747,22.7,10.3,8586,3728,12.2,8.5,38579,21004,30.7,(X),(X),(X),33.7,(X),(X),(X),24.6,(X),(X),(X)
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",1082,89,45345,7675,77.8,8.0,47761,9007,20.5,9.4,9861,3109,20.6,7.7,15525,2483,5.9,4.4,5394,2649,8.1,6.7,16222,8518,5.6,3.5,18785,12791,838,110,48050,8863,8.1,5.9,N,N,49.5,14.4,N,N,25.5,12.4,N,N,2.7,4.4,N,N,2.6,3.7,N,N,11.5,9.3,N,N,4220,688,11682,2110,86.7,9.7,11923,2350,0.0,0.8,-,**,0.0,0.8,-,**,5.4,5.4,5213,937,0.0,0.8,-,**,7.9,8.4,13455,11243,0.0,0.8,-,**,11.4,9.4,12705,5991,83.2,10.7,11962,2433,41.5,(X),(X),(X),44.5,(X),(X),(X),35.8,(X),(X),(X)
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",1667,86,52117,12173,75.2,6.0,63179,15382,4.9,3.5,4057,2508,18.6,5.2,12209,3007,5.5,3.5,6592,1358,9.4,5.3,2170,654,8.0,3.7,14282,5070,895,143,59149,18928,18.1,7.9,N,N,55.2,9.8,N,N,14.2,7.9,N,N,11.3,7.6,N,N,1.2,1.7,N,N,0.0,3.8,N,N,3828,382,23257,5384,14.7,5.2,50061,20605,70.0,9.1,17460,3747,0.0,0.9,-,**,6.8,3.9,21108,10878,0.0,0.9,-,**,3.0,1.9,28226,23986,5.6,4.8,25227,33149,11.5,6.6,22289,11836,13.1,5.3,51425,23327,34.6,(X),(X),(X),36.4,(X),(X),(X),28.8,(X),(X),(X)
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",1293,103,41928,8375,73.5,8.8,48562,10728,12.8,5.8,7163,6245,17.4,5.8,13812,3012,6.1,5.2,9885,2251,9.4,5.6,5437,4351,5.4,4.2,10420,5528,1035,129,44597,9110,16.0,7.8,N,N,53.5,11.2,N,N,23.1,9.6,N,N,3.7,3.5,N,N,2.2,2.3,N,N,1.4,1.7,N,N,4950,706,11040,2020,89.2,5.7,10669,1982,0.0,0.7,-,**,0.0,0.7,-,**,7.8,4.0,15342,14425,0.0,0.7,-,**,3.1,3.8,10946,1745,0.0,0.7,-,**,6.3,4.8,15436,4562,85.9,6.4,10327,1991,39.2,(X),(X),(X),41.4,(X),(X),(X),28.6,(X),(X),(X)
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",1450,106,49968,8422,80.4,6.6,53404,9197,6.3,3.8,21448,15395,17.3,6.3,12554,3292,4.8,3.2,5290,1231,2.2,2.6,2238,1730,9.2,3.8,22427,9815,671,123,62384,14270,16.7,9.4,N,N,43.5,12.5,N,N,16.1,9.2,N,N,14.0,7.8,N,N,1.6,2.5,N,N,8.0,7.0,N,N,3711,456,20805,3066,15.7,5.4,27516,5716,69.2,7.5,20364,3718,0.0,0.9,-,**,5.7,5.4,15742,11117,0.0,0.9,-,**,4.8,2.1,9299,5676,4.6,2.9,22707,12113,14.8,4.6,15543,4256,12.0,4.9,29293,6215,26.1,(X),(X),(X),29.4,(X),(X),(X),30.5,(X),(X),(X)
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",1105,103,60482,17848,72.7,7.7,55797,14682,16.7,6.7,59419,62224,22.5,6.9,17735,3428,5.8,3.5,10745,1844,8.9,7.0,12552,4107,9.3,5.6,28592,21282,825,105,69744,23609,16.6,7.1,N,N,49.6,11.8,N,N,15.4,8.3,N,N,8.4,6.4,N,N,7.5,6.2,N,N,2.5,2.9,N,N,3606,585,18812,5453,93.0,6.7,18791,5776,0.0,1.0,-,**,0.0,1.0,-,**,3.7,4.6,31555,3611,0.0,1.0,-,**,0.0,1.0,-,**,3.3,5.1,N,N,3.1,3.9,16503,3491,89.8,7.8,18871,5958,27.0,(X),(X),(X),25.7,(X),(X),(X),16.4,(X),(X),(X)
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",1355,114,45678,5301,89.3,4.0,45755,5916,11.7,5.5,10525,6118,12.4,4.9,11899,3955,6.9,5.0,8979,2102,4.5,4.0,1954,568,4.8,3.2,21769,4465,1066,130,47844,7029,5.7,4.3,N,N,54.7,12.2,N,N,18.5,9.6,N,N,11.2,7.1,N,N,2.2,2.4,N,N,7.8,6.4,N,N,5291,809,12083,2136,77.3,7.7,12737,2692,1.6,1.8,8230,9849,0.0,0.7,-,**,14.3,6.5,11005,3563,0.0,0.7,-,**,6.3,4.5,8521,1978,0.5,0.8,N,N,14.5,5.9,11318,2067,69.9,8.5,12694,2823,37.3,(X),(X),(X),33.6,(X),(X),(X),23.0,(X),(X),(X)
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",688,63,53393,14617,84.7,9.2,58013,15545,9.2,6.0,9522,7477,11.3,7.0,18919,5657,6.7,5.9,7896,3583,1.0,1.8,3629,27,8.0,6.8,4947,2116,595,83,50637,11834,11.4,8.5,21849,11578,33.4,15.9,48178,28469,15.8,13.6,62737,10388,18.2,14.0,36859,7645,5.2,6.1,52206,1654,16.0,12.3,79574,16343,2443,408,16134,4551,36.8,14.5,21194,11363,2.9,4.7,5903,955,0.3,0.6,N,N,4.4,4.1,9371,4715,0.0,1.4,-,**,54.8,15.9,13749,3170,0.7,1.2,N,N,70.2,12.6,14314,2904,22.5,11.2,24473,17687,39.7,(X),(X),(X),34.3,(X),(X),(X),24.3,(X),(X),(X)
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",1404,132,68132,19112,82.1,5.7,77102,22003,9.0,5.5,7245,6737,17.0,5.3,12981,4060,4.0,3.2,5859,2320,2.1,2.1,3966,2421,9.0,4.6,15337,5110,506,142,98822,51159,17.0,12.3,N,N,31.0,13.0,N,N,24.7,14.1,N,N,15.4,10.8,N,N,4.0,6.2,N,N,7.9,8.0,N,N,3017,435,32855,8847,27.4,8.8,56305,29745,56.0,12.4,26595,4829,0.0,1.2,-,**,6.7,6.7,11145,13692,0.0,1.2,-,**,8.2,6.2,15841,10105,1.7,1.6,29260,15066,9.9,5.9,17810,8904,25.3,8.7,59578,32204,30.4,(X),(X),(X),38.7,(X),(X),(X),23.8,(X),(X),(X)
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",826,76,60408,12638,96.4,4.5,52213,12706,12.5,6.5,8353,3480,17.8,9.2,16062,4487,7.4,6.2,9985,3730,5.2,4.8,6735,6124,9.9,7.2,29522,15204,713,85,58673,13483,4.2,5.3,N,N,57.8,11.8,N,N,11.1,6.7,N,N,16.1,9.8,N,N,0.0,4.8,N,N,10.8,7.6,N,N,3488,508,14781,3056,59.2,12.1,15493,4256,0.3,0.4,N,N,0.0,1.0,-,**,17.5,7.8,13453,5321,0.0,1.0,-,**,19.9,9.5,12211,3957,3.1,2.7,25259,20084,23.3,9.9,14923,4642,57.1,11.7,15227,4348,44.4,(X),(X),(X),48.5,(X),(X),(X),30.3,(X),(X),(X)
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",1380,130,62543,9582,77.5,6.5,71947,10478,8.6,4.4,7880,4535,18.4,5.2,16574,2778,5.5,3.4,6763,2727,5.0,3.6,2746,1901,6.0,4.1,7347,2819,732,117,68283,14898,24.0,9.4,N,N,40.7,11.0,N,N,20.6,8.6,N,N,8.6,5.4,N,N,4.6,5.0,N,N,1.4,2.1,N,N,3209,374,27828,4390,20.8,6.7,39555,9369,63.6,7.7,24762,4764,0.0,1.1,-,**,4.6,4.7,27876,25516,0.0,1.1,-,**,5.5,3.6,17307,15035,5.4,3.7,29519,8325,8.4,5.1,23598,11081,20.4,6.6,39555,9561,35.7,(X),(X),(X),39.1,(X),(X),(X),29.5,(X),(X),(X)
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",1118,90,38990,6459,87.7,5.7,37892,7036,11.9,5.4,8926,3306,8.9,4.0,17606,4505,4.3,3.0,10875,3503,8.9,5.8,3603,1440,4.2,2.5,29357,11490,941,119,40758,7652,7.7,4.6,N,N,58.8,10.5,N,N,13.9,7.1,N,N,8.2,5.0,N,N,6.8,5.3,N,N,4.7,3.9,N,N,4401,491,10002,1748,84.7,8.2,10085,1885,0.0,0.8,-,**,0.0,0.8,-,**,5.3,5.6,8923,12299,0.0,0.8,-,**,10.0,6.0,9874,2702,0.0,0.8,-,**,21.4,9.2,12704,3847,73.2,10.5,9289,1933,32.3,(X),(X),(X),33.2,(X),(X),(X),22.1,(X),(X),(X)
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",1445,116,68944,9504,85.3,5.7,74283,10952,19.9,7.7,4913,2982,16.5,5.3,11163,2625,8.2,4.2,7822,829,0.9,1.4,3038,17,8.3,5.5,17860,11382,630,113,80728,18189,6.5,5.1,N,N,32.9,14.4,N,N,45.4,14.2,N,N,10.6,6.8,N,N,1.9,2.8,N,N,2.7,2.8,N,N,3204,483,31826,4910,34.7,8.0,32645,8286,51.8,8.8,28194,5652,0.9,1.5,N,N,6.7,4.1,37031,24671,0.0,1.1,-,**,0.9,1.5,N,N,4.9,3.0,37743,18475,7.3,3.9,51581,12899,32.1,8.1,31103,8315,31.9,(X),(X),(X),41.0,(X),(X),(X),31.7,(X),(X),(X)
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",1553,134,39283,4618,86.3,5.6,38554,5636,15.2,4.6,3703,1726,19.6,6.5,14541,2039,8.2,3.6,9533,3298,6.3,5.2,18731,5776,2.9,2.9,11080,5961,1351,138,41184,5409,6.4,3.7,N,N,48.9,9.4,N,N,27.2,9.3,N,N,9.3,5.8,N,N,7.3,6.1,N,N,0.8,1.2,N,N,6469,681,9561,1359,87.8,6.0,9682,1388,0.0,0.5,-,**,0.0,0.5,-,**,8.7,5.7,6835,5922,0.0,0.5,-,**,3.3,4.3,14048,820,0.2,0.3,-,**,10.4,7.3,12201,3550,81.1,7.4,9492,1478,33.2,(X),(X),(X),32.4,(X),(X),(X),20.2,(X),(X),(X)
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",1727,114,45563,6122,72.4,6.9,52327,7783,5.9,2.7,10005,5708,23.7,6.2,10351,1811,8.6,4.1,7207,1695,10.8,5.6,2758,977,7.8,3.6,19959,6903,1012,120,52351,8293,18.5,9.3,N,N,36.1,10.8,N,N,25.2,10.8,N,N,13.3,7.4,N,N,4.7,4.0,N,N,2.2,3.2,N,N,4835,519,16976,2487,17.8,5.6,26230,7058,64.6,8.9,14763,2885,0.4,0.7,N,N,3.2,2.6,18587,16620,0.0,0.7,-,**,10.1,5.9,10149,6567,3.9,1.9,26148,17604,24.7,7.7,12950,3733,12.9,4.8,31506,8445,32.1,(X),(X),(X),35.2,(X),(X),(X),24.4,(X),(X),(X)
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",1403,86,55700,12299,80.0,6.5,50808,10268,17.5,6.6,48067,44195,23.2,6.9,14711,3365,6.5,3.8,9722,2873,8.2,5.6,5886,5392,9.6,4.8,18672,3625,1106,107,59670,14943,9.9,6.1,N,N,59.0,10.1,N,N,23.2,8.3,N,N,3.9,3.7,N,N,0.9,1.4,N,N,3.0,3.9,N,N,5050,515,15689,3644,99.1,1.0,15352,3623,0.4,0.6,N,N,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,0.6,0.9,N,N,0.0,0.7,-,**,1.0,1.1,65078,26750,98.6,1.2,15159,3660,46.3,(X),(X),(X),46.2,(X),(X),(X),31.8,(X),(X),(X)
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",921,119,62271,12024,87.2,7.9,66524,13617,15.4,7.3,3116,1553,7.9,6.1,14892,7278,4.1,4.6,5800,2935,4.7,4.8,6105,3043,5.0,4.5,34687,16125,508,116,62381,16474,7.9,8.2,N,N,59.1,14.4,N,N,27.6,11.1,N,N,5.5,7.3,N,N,0.0,6.7,N,N,0.0,6.7,N,N,2892,416,20293,3926,64.6,11.5,20609,5478,18.9,8.5,28861,7144,0.0,1.2,-,**,2.9,3.4,5865,14405,1.1,1.6,N,N,11.5,7.1,9720,7177,0.9,1.0,N,N,27.8,9.1,9988,3187,52.2,10.6,23354,6096,39.8,(X),(X),(X),35.8,(X),(X),(X),30.5,(X),(X),(X)
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",1584,112,53154,11339,66.1,7.2,56489,12726,14.3,6.2,43754,39963,31.8,6.9,16188,2797,9.3,4.5,8876,1300,4.4,4.3,8520,2979,13.7,5.0,18145,8017,1171,139,51516,10891,20.0,7.3,N,N,45.2,9.5,N,N,25.9,8.5,N,N,0.9,1.4,N,N,3.2,3.5,N,N,4.9,3.5,N,N,5057,708,16990,4213,91.9,6.1,17359,4613,0.0,0.7,-,**,0.0,0.7,-,**,8.1,6.1,12791,7005,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,91.9,6.1,17359,4613,34.8,(X),(X),(X),33.7,(X),(X),(X),24.4,(X),(X),(X)
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",1332,89,52699,7738,75.4,7.8,54551,9574,24.5,7.6,12710,4944,30.8,7.4,13947,2316,7.1,3.5,7756,1915,8.0,5.5,8179,3769,4.5,2.6,42102,24366,1088,114,58490,9501,19.3,7.8,29760,13014,40.1,9.5,43330,12625,24.1,8.1,76959,24072,10.0,7.0,92205,29690,6.5,4.6,116646,44647,0.0,3.2,-,**,4594,611,15444,2523,96.7,3.8,15573,2628,0.0,0.8,-,**,0.0,0.8,-,**,1.1,1.2,12545,9991,0.0,0.8,-,**,2.3,3.6,11289,580,0.0,0.8,-,**,2.3,3.6,11289,580,96.7,3.8,15573,2628,48.7,(X),(X),(X),48.5,(X),(X),(X),37.3,(X),(X),(X)
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",1433,85,55564,9830,71.9,7.7,58390,12414,19.3,6.1,15117,10780,29.2,7.2,19214,2913,9.7,4.7,9387,1299,5.6,3.9,14046,8974,10.0,5.5,18470,3965,1059,124,58087,12285,22.9,7.7,N,N,46.2,10.5,N,N,13.5,5.9,N,N,10.3,6.3,N,N,4.6,3.3,N,N,2.5,4.1,N,N,4367,587,18764,3840,86.8,6.7,19711,4399,2.1,3.2,14931,5043,0.0,0.8,-,**,4.6,4.0,12851,4803,0.0,0.8,-,**,6.4,7.1,11477,720,0.0,0.8,-,**,8.8,7.1,13876,4260,84.4,6.8,19695,4456,49.8,(X),(X),(X),53.4,(X),(X),(X),32.7,(X),(X),(X)
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",857,96,65165,14879,77.8,8.7,78149,17862,9.1,5.7,10355,8867,19.5,9.0,8272,541,9.5,8.7,7781,1993,2.7,3.5,8535,3176,2.2,2.9,2042,173,249,90,88257,26615,0.0,13.1,N,N,23.3,14.4,N,N,55.0,23.1,N,N,10.0,11.9,N,N,5.6,8.6,N,N,6.0,9.7,N,N,1993,320,29802,7432,48.8,10.0,34057,13565,33.1,8.1,25353,8622,1.1,1.7,N,N,6.1,4.1,62898,24833,0.0,1.7,-,**,9.6,8.0,3634,2277,1.3,1.7,N,N,28.8,9.0,18273,12060,29.8,9.8,39274,19070,37.7,(X),(X),(X),37.3,(X),(X),(X),34.1,(X),(X),(X)
